Source_URL,Source_Path,Destination_Path,Keyword,Content_Type,Intent,Redirect_Type,Priority,Data_Source,Reason,Implementation_Status,Notes
"https://pmstructure.com/primavera-p6-training","/primavera-p6-training","/certifications","primavera p6 training","Course page","Transactional","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-bootcamp","/pmp-bootcamp","/certifications/pmp","pmp bootcamp","Bootcamp page","Transactional","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/agile-project-management-course","/agile-project-management-course","/certifications","agile project management course","Course page","Transactional","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/microsoft-project-training","/microsoft-project-training","/certifications","microsoft project training","Course page","Transactional","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-exam-dates-2026","/pmp-exam-dates-2026","/certifications/pmp","pmp exam dates 2026","Blog/FAQ","Informational","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-training-qatar","/pmp-training-qatar","/certifications/pmp","pmp training qatar","Course landing page","Transactional","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-certification-cost-egypt","/pmp-certification-cost-egypt","/certifications/pmp","pmp certification cost egypt","FAQ/blog","Commercial Investigation","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-certification-cost-uae","/pmp-certification-cost-uae","/certifications/pmp","pmp certification cost uae","FAQ/blog","Commercial Investigation","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/project-management-training-for-companies","/project-management-training-for-companies","/pm-service","project management training for companies","Corporate service","B2B Transactional","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-certification-qatar","/pmp-certification-qatar","/certifications/pmp","pmp certification qatar","Course landing page","Commercial","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-certification-online-egypt","/pmp-certification-online-egypt","/certifications/pmp","pmp certification online egypt","Online page","Transactional","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-exam-fees-egypt","/pmp-exam-fees-egypt","/certifications/pmp","pmp exam fees egypt","FAQ/blog","Commercial Investigation","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-certification-cost-saudi-arabia","/pmp-certification-cost-saudi-arabia","/certifications/pmp","pmp certification cost saudi arabia","FAQ/blog","Commercial Investigation","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-exam-fees-uae","/pmp-exam-fees-uae","/certifications/pmp","pmp exam fees uae","FAQ/blog","Commercial Investigation","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/risk-management-course","/risk-management-course","/certifications","risk management course","Course page","Transactional","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-course-qatar","/pmp-course-qatar","/certifications/pmp","pmp course qatar","Course landing page","Transactional","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-training-oman","/pmp-training-oman","/certifications/pmp","pmp training oman","Course landing page","Transactional","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/corporate-pmp-training","/corporate-pmp-training","/pm-service","corporate pmp training","Corporate service","B2B Transactional","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-exam-fees-saudi-arabia","/pmp-exam-fees-saudi-arabia","/certifications/pmp","pmp exam fees saudi arabia","FAQ/blog","Commercial Investigation","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-training-online-uae","/pmp-training-online-uae","/certifications/pmp","pmp training online uae","Online course page","Transactional","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-for-project-managers","/pmp-for-project-managers","/certifications/pmp","pmp for project managers","Segment page","Commercial","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-renewal-pdu-courses","/pmp-renewal-pdu-courses","/certifications","pmp renewal pdu courses","PDU page","Transactional","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/project-management-certification-saudi-arabia","/project-management-certification-saudi-arabia","/certifications/pmp","project management certification saudi arabia","Course page","Commercial","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-certification-requirements-uae","/pmp-certification-requirements-uae","/certifications/pmp","pmp certification requirements uae","FAQ/blog","Informational","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-course-oman","/pmp-course-oman","/certifications/pmp","pmp course oman","Course landing page","Transactional","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-certification-oman","/pmp-certification-oman","/certifications/pmp","pmp certification oman","Course landing page","Commercial","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-training-online-saudi-arabia","/pmp-training-online-saudi-arabia","/certifications/pmp","pmp training online saudi arabia","Online page","Transactional","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-course-fees-uae","/pmp-course-fees-uae","/certifications/pmp","pmp course fees uae","FAQ/blog","Commercial Investigation","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pdu-courses-for-pmp","/pdu-courses-for-pmp","/certifications","pdu courses for pmp","PDU page","Transactional","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-certification-for-engineers","/pmp-certification-for-engineers","/certifications/pmp","pmp certification for engineers","Blog/segment page","Commercial","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/project-management-workshops","/project-management-workshops","/pm-service","project management workshops","Corporate service","B2B Commercial","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-certification-kuwait","/pmp-certification-kuwait","/certifications/pmp","pmp certification kuwait","Course landing page","Commercial","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-certification-requirements-saudi-arabia","/pmp-certification-requirements-saudi-arabia","/certifications/pmp","pmp certification requirements saudi arabia","FAQ/blog","Informational","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-classes-uae","/pmp-classes-uae","/certifications/pmp","pmp classes uae","Country page","Transactional","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-course-fees-in-saudi-arabia","/pmp-course-fees-in-saudi-arabia","/certifications/pmp","pmp course fees in saudi arabia","FAQ/blog","Commercial Investigation","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-training-kuwait","/pmp-training-kuwait","/certifications/pmp","pmp training kuwait","Course landing page","Transactional","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/project-management-course-qatar","/project-management-course-qatar","/certifications/pmp","project management course qatar","Course page","Transactional","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/project-management-professional-certification-uae","/project-management-professional-certification-uae","/certifications/pmp","project management professional certification uae","Course page","Commercial","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/best-pmp-training-institute-uae","/best-pmp-training-institute-uae","/certifications/pmp","best pmp training institute uae","Comparison page","Commercial Investigation","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-certification-bahrain","/pmp-certification-bahrain","/certifications/pmp","pmp certification bahrain","Course landing page","Commercial","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-certification-for-construction-professionals","/pmp-certification-for-construction-professionals","/certifications/pmp","pmp certification for construction professionals","Industry page","Commercial","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-certification-cost-qatar","/pmp-certification-cost-qatar","/certifications/pmp","pmp certification cost qatar","FAQ/blog","Commercial Investigation","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-training-bahrain","/pmp-training-bahrain","/certifications/pmp","pmp training bahrain","Course landing page","Transactional","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/project-management-course-oman","/project-management-course-oman","/certifications/pmp","project management course oman","Course page","Transactional","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-certification-cost-oman","/pmp-certification-cost-oman","/certifications/pmp","pmp certification cost oman","FAQ/blog","Commercial Investigation","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-exam-fees-qatar","/pmp-exam-fees-qatar","/certifications/pmp","pmp exam fees qatar","FAQ/blog","Commercial Investigation","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/all-courses","/all-courses","/certifications","project management courses","All courses / course hub page","Commercial + Transactional","301 permanent","P1","Keyword H1 Meta workbook","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/project-management-services","/project-management-services","/pm-service","project management services","Legacy services slug","B2B Transactional","301 permanent","P1","Ads/legacy alias","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/pmp-certification-training","/pmp-certification-training","/certifications/pmp","pmp certification training","Ads landing alias","Transactional","301 permanent","P1","Ads/legacy alias","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
"https://pmstructure.com/corporate-training","/corporate-training","/pm-service","corporate training","Ads landing alias","B2B Transactional","301 permanent","P1","Ads/legacy alias","Consolidate ranking on hub + lead popup","Implemented","Destination includes ?from=slug for popup"
